index,1 up,1 down,2 up,2 down,3 up,3 down
0,0.9998535513877869,0.7361658215522766,0.9931809306144714,0.7854224443435669,0.9997754693031311,0.5793537497520447
1,0.9999507069587708,0.714763343334198,0.9999751448631287,0.8073111176490784,0.9999997019767761,0.8922452926635742
2,0.9999000430107117,0.7826781868934631,0.9999824166297913,0.8091480731964111,0.9999606013298035,0.48981592059135437
3,0.9999119639396667,0.7232963442802429,0.9999087452888489,0.7259916067123413,0.999957263469696,0.6702162027359009
4,0.7921158075332642,0.5304899215698242,0.9999175667762756,0.6166516542434692,0.9779500365257263,0.774095356464386
5,0.9436854720115662,0.8148477077484131,0.9819787740707397,0.7563986778259277,0.9945576190948486,0.5383992791175842
6,0.9999778866767883,0.7631036639213562,0.9999715685844421,0.5293741226196289,0.9999372363090515,0.7955121994018555
7,0.9969516396522522,0.7042446136474609,0.9999507069587708,0.7730758190155029,0.9999721646308899,0.3272603750228882
8,0.9224846959114075,0.7203298807144165,0.9663481116294861,0.6735971570014954,0.9999067187309265,0.8033784627914429
9,0.9996905326843262,0.5428987741470337,0.8892230987548828,0.7802565097808838,0.9995234608650208,0.774258017539978
10,0.9998980164527893,0.7436919808387756,0.9998708367347717,0.7759493589401245,0.9999479651451111,0.7706743478775024
11,0.876854658126831,0.7415991425514221,0.9998946785926819,0.7966606020927429,0.9636198282241821,0.4674305319786072
12,0.9996440410614014,0.7935891151428223,0.9999269843101501,0.7334557771682739,0.9999924302101135,0.8197541832923889
13,0.9582374095916748,0.7920613288879395,0.9999255537986755,0.7790812849998474,0.9999327063560486,0.6063106656074524
14,0.6241294741630554,0.5321722626686096,0.9999445080757141,0.8188331723213196,0.999908983707428,0.7563165426254272
15,0.9981890320777893,0.2789369225502014,0.9747650623321533,0.6621395349502563,0.9999344944953918,0.7409882545471191
16,0.9999364018440247,0.8008044958114624,0.999885618686676,0.8083807229995728,0.9999627470970154,0.4792117178440094
17,0.7696014642715454,0.7683417201042175,0.948674738407135,0.8330050110816956,0.9999529719352722,0.7924748063087463
18,0.9733215570449829,0.7872037887573242,0.9788541793823242,0.6335747838020325,0.9999601244926453,0.7122817635536194
19,0.9994423389434814,0.45978793501853943,0.8289209604263306,0.5536671876907349,0.7389618158340454,0.6479179263114929
20,0.9998270869255066,0.6925523281097412,0.8155084252357483,0.7453120350837708,0.9994443655014038,0.6456553936004639
21,0.7866555452346802,0.35220590233802795,0.9999533295631409,0.8311495780944824,0.9766377210617065,0.6804558038711548
22,0.999959409236908,0.6508771777153015,0.9999794363975525,0.5784873366355896,0.8612693548202515,0.6106890439987183
23,0.9999248385429382,0.8051331639289856,0.8419134616851807,0.8033384680747986,0.9999815821647644,0.8186035752296448
24,0.9999703764915466,0.7456908226013184,0.9999077916145325,0.8130781054496765,0.9999751448631287,0.7725996971130371
25,0.9996795654296875,0.8231362700462341,0.9243561625480652,0.7910053730010986,0.9999276995658875,0.7004579305648804
26,0.943873941898346,0.8036680221557617,0.9999533295631409,0.7978126406669617,0.9999814629554749,0.7496321201324463
27,0.9999375939369202,0.8213428854942322,0.9969088435173035,0.5772380828857422,0.9995245337486267,0.6403734683990479
28,0.9999093413352966,0.8065463900566101,0.9994233846664429,0.7932477593421936,0.9999291300773621,0.560930609703064
29,0.9995319247245789,0.7803211808204651,0.999936044216156,0.7376086115837097,0.9992151260375977,0.6459755301475525
30,0.9770494699478149,0.8166237473487854,0.99997478723526,0.7871538400650024,0.9999129176139832,0.7546376585960388
31,0.9833144545555115,0.7410462498664856,0.9999234080314636,0.819961667060852,0.8607068061828613,0.6237772107124329
32,0.9999993443489075,0.7237494587898254,0.9998636841773987,0.5411437153816223,0.893183708190918,0.6538899540901184
33,0.9666829705238342,0.7079333066940308,0.9943485260009766,0.7395825982093811,0.9998616576194763,0.6136491298675537
34,0.8120144009590149,0.8103287220001221,0.9938496351242065,0.8109882473945618,0.9988128542900085,0.6191524267196655
35,0.7636074423789978,0.48275843262672424,0.9999601244926453,0.6452881693840027,0.9999039769172668,0.5433154702186584
36,0.999943196773529,0.6771786212921143,0.9999532103538513,0.8118757605552673,0.9997555017471313,0.7399806976318359
37,0.999926745891571,0.6189690232276917,0.9050858020782471,0.6530475616455078,0.9999440312385559,0.8013562560081482
38,0.9999828934669495,0.9090645909309387,0.9999318718910217,0.6653900742530823,0.9884807467460632,0.8122184872627258
39,0.8964834809303284,0.7188276648521423,0.9998862147331238,0.7931137681007385,0.9999743103981018,0.627739667892456
40,0.9999503493309021,0.7479516863822937,0.9225426316261292,0.39553314447402954,0.9997863173484802,0.4604228734970093
41,0.9999417662620544,0.5335583686828613,0.9999670386314392,0.5287468433380127,0.9999976754188538,0.5251067876815796
42,0.9999033808708191,0.6642460823059082,0.9996439218521118,0.7811430096626282,0.9997031688690186,0.7325536608695984
43,0.9999896883964539,0.7588640451431274,0.9431474208831787,0.7943037152290344,0.9997502565383911,0.5316414833068848
44,0.9195046424865723,0.8017406463623047,0.9038394093513489,0.7846375703811646,0.9998365044593811,0.5581826567649841
45,0.8543427586555481,0.7244508266448975,0.9997807145118713,0.7663559913635254,0.9999977946281433,0.4899663031101227
46,0.9996873140335083,0.7688582539558411,0.999973714351654,0.8079196810722351,0.9999919533729553,0.8110933899879456
47,0.9450712203979492,0.8078393340110779,0.9929438233375549,0.8668563961982727,0.9998727440834045,0.8227006793022156
48,0.9977880716323853,0.8315986394882202,0.999980628490448,0.9029720425605774,0.9999182820320129,0.48615485429763794
49,0.9999757409095764,0.5574464201927185,0.9999691843986511,0.6526649594306946,0.9895609617233276,0.8887381553649902
50,0.7545040845870972,0.8210840821266174,0.9998826384544373,0.6846604943275452,0.9627891182899475,0.5254332423210144
51,0.8399801254272461,0.6866535544395447,0.9634730219841003,0.7593482732772827,0.9999893307685852,0.7899974584579468
52,0.999930202960968,0.8028094172477722,0.9999721646308899,0.5702713131904602,0.999989926815033,0.6763291358947754
53,0.8201140761375427,0.7959092259407043,0.9999380707740784,0.666459321975708,0.9997865557670593,0.7411574125289917
54,0.999979555606842,0.7530542612075806,0.99724942445755,0.7807615995407104,0.9999138712882996,0.6456384062767029
55,0.8042246699333191,0.8033887147903442,0.9830545783042908,0.6780436038970947,0.9258937239646912,0.5664136409759521
56,0.9999067187309265,0.7684445977210999,0.9995290637016296,0.8123579025268555,0.9999663233757019,0.8516765236854553
57,0.9999151825904846,0.7781133055686951,0.9999988675117493,0.8111919164657593,0.9999875426292419,0.4416499435901642
58,0.9998744130134583,0.7841516733169556,0.9986322522163391,0.7166682481765747,0.9997738003730774,0.5794206261634827
59,0.8769810795783997,0.7878246903419495,0.9999067187309265,0.776366651058197,0.7863330245018005,0.5112202167510986
60,0.9999753832817078,0.801180899143219,0.9997220039367676,0.7715710401535034,0.9998098015785217,0.4708038568496704
61,0.9984245300292969,0.8216042518615723,0.9927818775177002,0.7948482632637024,0.9999405741691589,0.7594959735870361
62,0.6800174713134766,0.7966927886009216,0.9999805092811584,0.7813576459884644,0.9999701380729675,0.6352748870849609
63,0.7414146661758423,0.8029044270515442,0.8180090188980103,0.7327110171318054,0.9998900294303894,0.7874660491943359
64,0.9999580979347229,0.8130921721458435,0.9623259902000427,0.6337305307388306,0.9903869032859802,0.4651753902435303
65,0.9999722838401794,0.617233395576477,0.7254159450531006,0.6218119859695435,0.999886691570282,0.6507161855697632
66,0.9939457178115845,0.7374246716499329,0.9170417785644531,0.6368384957313538,0.9999852776527405,0.8127545714378357
67,0.9658703804016113,0.8003214001655579,0.9994712471961975,0.7559600472450256,0.9999588131904602,0.6999232769012451
68,0.9464289546012878,0.732469916343689,0.9408368468284607,0.6553304195404053,0.9999766945838928,0.5744608640670776
69,0.9916477799415588,0.6897928714752197,0.8054720759391785,0.7525001764297485,0.9978939294815063,0.5970442891120911
70,0.7621437311172485,0.7518391609191895,0.9999962449073792,0.8232074975967407,0.9998013377189636,0.504915714263916
71,0.9995375275611877,0.888972282409668,0.9999707341194153,0.8215160369873047,0.9998597502708435,0.4776798486709595
72,0.9999237656593323,0.5845593214035034,0.9999447464942932,0.7581092715263367,0.9989645481109619,0.8162899017333984
73,0.691557765007019,0.7763049006462097,0.9922398924827576,0.7575169205665588,0.9999907612800598,0.7243301868438721
74,0.8991639018058777,0.7916526198387146,0.8672614693641663,0.7911928296089172,0.9145352840423584,0.6521839499473572
75,0.9635406136512756,0.6429524421691895,0.9999601244926453,0.8831346035003662,0.9999741911888123,0.6112751960754395
76,0.9699657559394836,0.644657552242279,0.9630125761032104,0.8085340857505798,0.9999948143959045,0.7441734671592712
77,0.9880309104919434,0.821958601474762,0.9997686743736267,0.8190344572067261,0.9999719262123108,0.7386056780815125
78,0.9998930096626282,0.7649918794631958,0.9999623894691467,0.6221845149993896,0.9997956156730652,0.7108387351036072
79,0.8789887428283691,0.7054607272148132,0.9999567866325378,0.4261285066604614,0.9999942183494568,0.8177990913391113
80,0.9999662041664124,0.7543644905090332,0.9999526143074036,0.8219493627548218,0.9999518990516663,0.5742166638374329
81,0.9999509453773499,0.7346872091293335,0.9999797940254211,0.8016975522041321,0.99996417760849,0.49755218625068665
82,0.8327741026878357,0.6508331894874573,0.9925833344459534,0.7810288071632385,0.9998340010643005,0.5453477501869202
83,0.9997063875198364,0.8122578859329224,0.9936813712120056,0.7338812947273254,0.9789392352104187,0.43791747093200684
84,0.9999240040779114,0.7174888849258423,0.9999637007713318,0.9204424023628235,0.8460811972618103,0.7544234991073608
85,0.9999848008155823,0.8589985370635986,0.9998559355735779,0.6353843808174133,0.9999027848243713,0.8807817101478577
86,0.9999211430549622,0.8207500576972961,0.9999460577964783,0.4713691473007202,0.9997336864471436,0.5760660767555237
87,0.8740253448486328,0.8175892233848572,0.9999414086341858,0.7195792198181152,0.9997414350509644,0.7980307340621948
88,0.9719787240028381,0.8064592480659485,0.9999597668647766,0.6810609698295593,0.9406131505966187,0.7622998356819153
89,0.7976760864257812,0.4940912127494812,0.9999668002128601,0.7970815896987915,0.9996548891067505,0.5524610280990601
90,0.9995589852333069,0.6246309876441956,0.9999669194221497,0.5934864282608032,0.9999515414237976,0.548230767250061
91,0.9999528527259827,0.39365914463996887,0.827036440372467,0.7044983506202698,0.999899685382843,0.8183348178863525
92,0.7277284860610962,0.652292788028717,0.9999985098838806,0.7981607913970947,0.8341522812843323,0.6510156393051147
93,0.9995468258857727,0.7970580458641052,0.9397180080413818,0.7747689485549927,0.9999391436576843,0.7780333161354065
94,0.9998704791069031,0.8918697834014893,0.9999076724052429,0.6742957234382629,0.9999260306358337,0.8009785413742065
95,0.7960752248764038,0.4646168649196625,0.9999045729637146,0.8201835751533508,0.8779715299606323,0.4292694926261902
96,0.7762587666511536,0.7963764667510986,0.818652868270874,0.6464091539382935,0.9709691405296326,0.714449942111969
97,0.9354019165039062,0.7405048608779907,0.9587304592132568,0.8232302665710449,0.99995356798172,0.6811937093734741
98,0.9820247888565063,0.818346381187439,0.9998903870582581,0.7930942177772522,0.9456451535224915,0.7949596047401428
99,0.8924304842948914,0.5333050489425659,0.9998106360435486,0.6140329837799072,0.9999498724937439,0.5730689764022827
